wordform	lemma_gold	lemma_freel	match	pos_gold	pos_freel	match	tag_gold	tag_freel	tag_original	match	0m	0m_match	gen	gen_match	dat	dat_match	acc	acc_match	ins	ins_match	loc	loc_match	voc	voc_match	sg	sg_match	pl	pl_match	f	f_match	m	m_match	n	n_match	m-f	m-f_match	indic	indic_match	imper	imper_match	inf	inf_match	ger	ger_match	praes	praes_match	praet	praet_match	1p	1p_match	2p	2p_match	3p	3p_match	pf	pf_match	ipf	ipf_match	inf	inf_match	act	act_match	pass	pass_match	brev	brev_match	plen	plen_match	supr	supr_match	comp	comp_match
ов`еянная	овеять	овеянная	0	V	V	1	V,pf,partcp,f,sg,0m,praet,plen	V,sg,f,praet,pf	QNSFSFFSM00	0	0	0	0	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	0	0	1	0	1
незд`ешним	нездешний	нездешний	1	A	A	1	A,n,sg,ins,plen	A,ins,sg,n,plen	ACSA0F000	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1	1	1	0	1	0	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1
спок`ойствием	спокойствие	спокойствие	1	S	S	1	S,n,sg,ins	S,ins,sg,n	NCCSAI0000	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1	1	1	0	1	0	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
и	и	и	1	CONJ	CONJ	1	CONJ	CONJ	C0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
зада`ющая	задавать	задавать	1	V	V	1	V,ipf,partcp,f,sg,0m,praes,plen	V,sg,f,praes,ipf	QNSFFFNAM00	0	0	0	0	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1	0	1	0	1	0	0	0	1	0	1
очередн`ому	очередной	очередной	1	A	A	1	A,m,sg,dat,plen	A,dat,sg,m,plen	ADSM0F000	1	0	1	0	1	1	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1
пр`инцу	принц	принц	1	S	S	1	S,m,sg,dat	S,dat,sg,m	NCDSMA0000	1	0	1	0	1	1	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
смертон`осные	смертоносный	смертоносный	1	A	A	1	A,pl,acc,plen	A,0m,pl,plen	ANP00F000	0	1	0	0	1	0	1	0	0	0	1	0	1	0	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1
заг`адки	загадка	загадка	1	S	S	1	S,f,pl,acc	S,0m,pl,f	NCNPFI0000	0	1	0	0	1	0	1	0	0	0	1	0	1	0	1	0	1	1	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
б`елое	белый	белый	1	A	A	1	A,n,sg,0m,plen	A,0m,sg,n,plen	ANSA0F000	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1
и	и	и	1	CONJ	CONJ	1	CONJ	CONJ	C0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
чёрное	черный	черный	1	A	A	1	A,n,sg,0m,plen	A,0m,sg,n,plen	ANSA0F000	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1
ад`ажио	адажио	адажио	1	S	S	1	S,n,sg,0m	S,0m,pl,n	NCNPAI0000	0	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	0	1	0	0	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
как	как	как	1	CONJ	CONJ	1	CONJ	CONJ	C0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
принц`есса	принцесса	принцесса	1	S	S	1	S,f,sg,0m	S,0m,sg,f	NCNSFA0000	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
Турандот	Турандот	турандот	1	S	S	1	S,f,sg,0m	S,0m,sg,f	NCNSFAN000	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
`Если	если	если	1	CONJ	CONJ	1	CONJ	CONJ	C0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
бы	бы	бы	1	PART	PART	1	PART	PART	T0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
сол`истка	солистка	солистка	1	S	S	1	S,f,sg,0m	S,0m,sg,f	NCNSFA0000	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
в	в	в	1	PR	PR	1	PR	PR	B0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
Ромео	Ромео	ромео	1	S	S	1	S,m,sg,loc	S,0m,pl,m	NCNPMAN000	0	1	0	0	1	0	1	0	1	0	1	0	0	0	1	0	0	1	0	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
Лавровского	Лавровский	лавровского	0	S	S	1	S,m,sg,gen	S,gen,sg,n	NCGSAI0000	0	0	1	1	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1	0	0	1	0	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
опуст`ила	опустить	опускать	0	V	V	1	V,pf,f,sg,praet,indic	V,indic,sg,f,praet,pf	VDSFS0F0000	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	1	1	0	1	0	1	0	1	1	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
ряд	ряд	ряд	1	S	S	1	S,m,sg,acc	S,acc,sg,m	NCFSMI0000	1	0	1	0	1	0	1	1	1	0	1	0	1	0	1	1	1	0	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
подр`обностей	подробности	подробностей	0	S	S	1	S,pl,gen	S,gen,pl,f	NCGPFI0000	0	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	1	1	1	0	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
то	то	то	1	CONJ	S-PRO	0	CONJ	S-PRO,0m,sg,n	ENSAI00	0	1	0	0	1	0	1	0	1	0	1	0	1	0	1	1	0	0	1	0	1	0	1	1	0	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
был`а	быть	быть	1	V	V	1	V,ipf,f,sg,praet,indic	V,indic,sg,f,praet,ipf	VDSFS0N0A00	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	1	1	0	1	0	1	0	1	1	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
бы	бы	бы	1	PART	PART	1	PART	PART	T0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
уж`е	уже	уже	1	ADV	ADV	1	ADV	ADV	D000	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
не	не	не	1	PART	PART	1	PART	PART	T0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
танц`ующая	танцующий	танцующий	1	A	A	1	A,f,sg,0m,plen	A,0m,sg,f,plen	ANSF0F000	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1
Весн`а	весна	весна	1	S	S	1	S,f,sg,0m	S,0m,sg,f	NCNSFI0000	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
Боттичелли	Боттичелли	боттичелли	1	S	S	1	S,m,sg,gen	S,gen,sg,m	NCGSMAF000	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
а	а	а	1	CONJ	CONJ	1	CONJ	CONJ	C0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
чёрт	черт	чёрт	0	S	S	1	S,m,sg,0m	S,0m,sg,m	NCNSMA0000	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
зн`ает	знать	знать	1	V	V	1	V,ipf,sg,praes,3p,indic	V,indic,sg,praes,3p,ipf	VDS0F3N0M00	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1	0	1	1	1	0	1	0	1	0	1	1	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
что	что	что	1	S-PRO	S-PRO	1	S-PRO,n,sg,0m	S-PRO,0m,sg,n	ENSAI00	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
С	с	с	1	PR	PR	1	PR	PR	B0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
ещё	еще	еще	1	ADV	ADV	1	ADV	ADV	D000	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
почт`и	почти	почти	1	ADV	ADV	1	ADV	ADV	D000	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
подр`остковой	подростковый	подростковый	1	A	A	1	A,f,sg,ins,plen	A,ins,sg,f,plen	ACSF0F000	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1	1	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1
размытостью	размытость	размытостью	0	S	S	1	S,f,sg,ins	S,ins,sg,f	NCCSFI0000	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1	1	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
черт	черта	черт	0	S	S	1	S,f,pl,gen	S,0m,sg,m	NCNSMA0000	0	1	0	0	0	0	1	0	1	0	1	0	1	0	1	1	0	0	0	0	0	1	0	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
лиц`а	лицо	лицо	1	S	S	1	S,n,sg,gen	S,gen,sg,n	NCGSAA0000	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
т`онкостью	тонкость	тонкость	1	S	S	1	S,f,sg,ins	S,ins,sg,f	NCCSFI0000	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1	1	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
ст`ана	стан	стан	1	S	S	1	S,m,sg,gen	S,gen,sg,m	NCGSMI0000	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
и	и	и	1	CONJ	CONJ	1	CONJ	CONJ	C0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
`юношеским	юношеский	юношеский	1	A	A	1	A,m,sg,ins,plen	A,ins,sg,n,plen	ACSA0F000	0	0	1	0	1	0	1	0	1	1	1	0	1	0	1	1	1	0	1	0	1	0	0	1	0	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1
максимал`измом	максимализм	максимализмом	0	S	S	1	S,m,sg,ins	S,ins,sg,m	NCCSMI0000	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1	1	1	0	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
и	и	и	1	CONJ	CONJ	1	CONJ	CONJ	C0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
чьи	чей	чей	1	A-PRO	A-PRO	1	A-PRO,pl,0m	A-PRO,0m,pl	RNP000	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
р`уки	рука	рука	1	S	S	1	S,f,pl,0m	S,0m,pl,f	NCNPFI0000	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	1	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
прив`ычные	привычный	привычный	1	A	A	1	A,pl,0m,plen	A,0m,pl,plen	ANP00F000	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1
к	к	к	1	PR	PR	1	PR	PR	B0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
кн`иге	книга	книга	1	S	S	1	S,f,sg,dat	S,loc,sg,f	NCOSFI0000	0	0	1	0	1	0	0	0	1	0	1	1	0	0	1	1	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
нел`овко	неловко	неловко	1	ADV	ADV	1	ADV	ADV	D000	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
ор`удуют	орудовать	орудовать	1	V	V	1	V,ipf,pl,praes,3p,indic	V,indic,pl,praes,3p,ipf	VDP0F3N0A00	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1	0	1	1	1	0	1	0	1	0	1	1	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
шп`агой	шпага	шпагой	0	S	S	1	S,f,sg,ins	S,ins,sg,f	NCCSFI0000	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1	1	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
Ем`у	он	оно	0	S-PRO	S-PRO	1	S-PRO,m,sg,3p,dat	S-PRO,dat,sg,n	EDSA000	1	0	1	0	1	1	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1	0	0	1	0	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	0	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
не	не	не	1	PART	PART	1	PART	PART	T0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
н`ужн`ы	нужный	нужный	1	A	A	1	A,pl,brev	A,pl,brev	A0P00S000	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1	0	1
колл`еги	коллега	коллега	1	S	S	1	S,m-f,pl,0m	S,0m,pl,m-f	NCNPCA0000	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
в	в	в	1	PR	PR	1	PR	PR	B0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
отс`утствие	отсутствие	отсутствие	1	S	S	1	S,n,sg,acc	S,acc,sg,n	NCFSAI0000	1	0	1	0	1	0	1	1	1	0	1	0	1	0	1	1	1	0	1	0	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
д`ействующих	действующий	действующий	1	A	A	1	A,pl,gen,plen	A,gen,pl,plen	AGP00F000	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1
фиг`ур	фигура	фигура	1	S	S	1	S,f,pl,gen	S,gen,pl,f	NCGPFI0000	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	1	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
р`авного	равный	равный	1	A	A	1	A,m,sg,gen,plen	A,gen,sg,m,plen	AGSM0F000	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1
масшт`аба	масштаб	масштаба	0	S	S	1	S,m,sg,gen	S,gen,sg,m	NCGSMI0000	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
эвол`юция	эволюция	эволюция	1	S	S	1	S,f,sg,0m	S,0m,sg,f	NCNSFI0000	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
класс`ической	классический	классический	1	A	A	1	A,f,sg,gen,plen	A,gen,sg,f,plen	AGSF0F000	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1
л`ексики	лексика	лексики	0	S	S	1	S,f,sg,gen	S,gen,sg,f	NCGSFI0000	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
к	к	к	1	PR	PR	1	PR	PR	B0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
конц`у	конец	конец	1	S	S	1	S,m,sg,dat	S,dat,sg,m	NCDSMI0000	1	0	1	0	1	1	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
XX	XX	xx	1	ANUM	S	0	ANUM,ciph	S	NC00000000	0	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
в`ека	век	веко	0	S	S	1	S,m,sg,gen	S,gen,sg,n	NCGSAI0000	0	0	1	1	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1	0	0	1	0	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
п`олностью	полностью	полностью	1	ADV	ADV	1	ADV	ADV	D000	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
слил`ась	слиться	сливаться	0	V	V	1	V,pf,f,sg,praet,indic	V,indic,sg,f,praet,pf	VDSFS0F0A00	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	1	1	0	1	0	1	0	1	1	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
с	с	с	1	PR	PR	1	PR	PR	B0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
